current-state,current-county,origin-state,origin-county,Estimate,MOE
001,069,012,001,9,7
001,073,012,001,162,176
001,081,012,001,82,111
001,097,012,001,66,57
001,109,012,001,5,10
001,115,012,001,31,46
002,020,012,001,9,12
002,130,012,001,1,2
002,170,012,001,1,3
004,013,012,001,125,81
004,019,012,001,9,13
005,035,012,001,7,13
005,045,012,001,12,18
005,119,012,001,26,46
006,001,012,001,54,34
006,019,012,001,6,10
006,037,012,001,55,46
006,053,012,001,66,89
006,059,012,001,8,14
006,061,012,001,198,257
006,065,012,001,22,19
006,075,012,001,39,33
006,081,012,001,16,26
006,083,012,001,49,51
006,085,012,001,225,145
008,005,012,001,1,4
008,031,012,001,20,23
008,057,012,001,1,2
008,059,012,001,61,51
008,065,012,001,2,4
008,067,012,001,2,5
008,069,012,001,9,14
008,119,012,001,1,5
009,001,012,001,3,4
009,003,012,001,24,27
009,013,012,001,36,55
009,015,012,001,15,26
010,003,012,001,9,14
011,001,012,001,41,49
012,003,012,001,233,147
012,005,012,001,434,354
012,007,012,001,126,94
012,009,012,001,816,359
012,011,012,001,708,245
012,013,012,001,26,21
012,015,012,001,29,31
012,017,012,001,205,145
012,019,012,001,497,278
012,021,012,001,125,79
012,023,012,001,635,311
012,027,012,001,51,68
012,031,012,001,921,266
012,033,012,001,285,180
012,035,012,001,47,34
012,037,012,001,28,35
012,039,012,001,24,28
012,041,012,001,143,85
012,045,012,001,3,7
012,047,012,001,30,27
012,049,012,001,13,25
012,053,012,001,26,24
012,055,012,001,21,28
012,057,012,001,924,272
012,059,012,001,53,53
012,061,012,001,91,97
012,063,012,001,85,61
012,065,012,001,4,9
012,067,012,001,48,78
012,069,012,001,232,159
012,071,012,001,172,107
012,073,012,001,484,198
012,075,012,001,617,338
012,077,012,001,10,16
012,079,012,001,85,77
012,081,012,001,219,205
012,083,012,001,599,334
012,085,012,001,115,99
012,086,012,001,787,263
012,087,012,001,275,132
012,089,012,001,59,82
012,091,012,001,44,36
012,093,012,001,20,31
012,095,012,001,"1,022",357
012,097,012,001,177,170
012,099,012,001,"1,030",487
012,101,012,001,96,61
012,103,012,001,550,194
012,105,012,001,342,175
012,107,012,001,148,96
012,109,012,001,485,265
012,111,012,001,178,196
012,113,012,001,42,43
012,115,012,001,264,201
012,117,012,001,298,167
012,119,012,001,19,29
012,121,012,001,89,78
012,123,012,001,5,9
012,125,012,001,168,91
012,127,012,001,337,236
012,129,012,001,13,19
012,131,012,001,7,11
012,133,012,001,36,42
013,021,012,001,13,20
013,051,012,001,131,168
013,057,012,001,30,43
013,059,012,001,15,19
013,063,012,001,22,34
013,067,012,001,194,281
013,071,012,001,5,10
013,089,012,001,87,68
013,095,012,001,25,40
013,107,012,001,7,13
013,115,012,001,9,13
013,119,012,001,42,62
013,121,012,001,107,61
013,135,012,001,52,80
013,153,012,001,30,49
013,179,012,001,17,27
013,189,012,001,9,16
013,267,012,001,2,4
013,279,012,001,1,2
013,293,012,001,22,34
013,299,012,001,57,86
015,001,012,001,1,2
015,003,012,001,2,7
015,007,012,001,14,21
015,009,012,001,2,4
016,055,012,001,125,165
017,019,012,001,27,29
017,031,012,001,285,237
017,039,012,001,1,3
017,043,012,001,24,33
017,095,012,001,9,13
017,097,012,001,24,42
017,111,012,001,12,16
017,119,012,001,28,45
017,141,012,001,7,13
017,161,012,001,4,7
017,163,012,001,8,13
017,165,012,001,10,16
018,005,012,001,17,25
018,173,012,001,44,70
019,061,012,001,199,289
019,121,012,001,117,133
019,169,012,001,24,39
019,181,012,001,9,15
020,149,012,001,4,6
020,209,012,001,7,11
021,037,012,001,34,57
021,067,012,001,57,45
021,111,012,001,65,88
021,117,012,001,72,75
021,151,012,001,12,19
021,227,012,001,10,17
022,033,012,001,24,36
022,053,012,001,8,15
022,055,012,001,17,20
023,005,012,001,42,48
024,003,012,001,32,46
024,013,012,001,13,29
024,031,012,001,33,37
024,033,012,001,60,68
024,035,012,001,12,20
024,510,012,001,108,96
025,003,012,001,8,14
025,005,012,001,9,18
025,017,012,001,42,36
025,021,012,001,37,58
025,025,012,001,14,17
026,049,012,001,12,18
026,061,012,001,4,23
026,065,012,001,19,30
026,099,012,001,5,8
026,161,012,001,17,20
026,163,012,001,9,14
026,165,012,001,3,4
027,053,012,001,32,52
027,109,012,001,8,13
027,123,012,001,24,29
029,169,012,001,18,32
029,183,012,001,18,28
029,189,012,001,102,94
029,510,012,001,9,14
031,055,012,001,6,9
031,109,012,001,14,22
032,003,012,001,54,82
033,009,012,001,14,23
034,003,012,001,5,7
034,005,012,001,19,30
034,017,012,001,16,26
034,021,012,001,18,29
034,023,012,001,7,10
034,025,012,001,43,54
034,027,012,001,17,27
034,029,012,001,27,33
034,035,012,001,35,35
036,033,012,001,2,4
036,047,012,001,64,49
036,059,012,001,164,180
036,061,012,001,126,92
036,067,012,001,11,16
036,071,012,001,8,13
036,107,012,001,91,108
037,021,012,001,7,12
037,025,012,001,72,99
037,027,012,001,45,76
037,051,012,001,43,53
037,063,012,001,70,41
037,067,012,001,22,27
037,071,012,001,73,112
037,081,012,001,17,27
037,087,012,001,27,33
037,109,012,001,109,134
037,119,012,001,345,275
037,135,012,001,35,39
037,183,012,001,86,82
039,001,012,001,8,13
039,029,012,001,40,49
039,035,012,001,16,27
039,047,012,001,14,21
039,049,012,001,19,29
039,061,012,001,55,43
039,081,012,001,20,28
039,091,012,001,66,109
039,175,012,001,10,15
040,065,012,001,9,14
040,101,012,001,6,9
040,143,012,001,36,56
041,051,012,001,84,93
041,067,012,001,18,21
042,003,012,001,34,43
042,017,012,001,27,41
042,021,012,001,5,5
042,029,012,001,33,39
042,043,012,001,7,12
042,045,012,001,16,22
042,069,012,001,14,17
042,077,012,001,23,38
042,091,012,001,43,32
042,101,012,001,90,77
042,107,012,001,6,11
044,007,012,001,22,23
045,013,012,001,30,49
045,019,012,001,71,64
045,055,012,001,18,31
045,063,012,001,42,58
045,077,012,001,17,22
045,079,012,001,74,73
045,083,012,001,74,107
045,091,012,001,27,31
046,047,012,001,3,6
047,037,012,001,59,40
047,051,012,001,53,89
047,065,012,001,72,83
047,093,012,001,14,23
047,119,012,001,18,29
047,125,012,001,44,41
047,187,012,001,46,72
048,029,012,001,17,26
048,039,012,001,58,99
048,041,012,001,11,19
048,085,012,001,28,33
048,113,012,001,36,33
048,129,012,001,10,19
048,139,012,001,11,17
048,157,012,001,92,112
048,167,012,001,11,16
048,201,012,001,180,147
048,213,012,001,6,10
048,245,012,001,8,13
048,355,012,001,28,36
048,439,012,001,19,23
048,453,012,001,29,36
048,491,012,001,20,32
049,035,012,001,11,19
051,059,012,001,27,31
051,540,012,001,13,15
051,550,012,001,17,35
051,770,012,001,11,19
051,810,012,001,17,28
053,011,012,001,70,88
053,025,012,001,11,21
053,033,012,001,187,156
053,035,012,001,54,81
053,075,012,001,5,8
054,061,012,001,13,22
055,025,012,001,49,52
055,063,012,001,72,102
055,079,012,001,11,14
055,105,012,001,41,66
055,117,012,001,50,77
055,139,012,001,28,44
056,001,012,001,69,59
056,021,012,001,4,11
056,025,012,001,55,88
056,029,012,001,3,6
072,025,012,001,71,113
072,113,012,001,19,30
008,005,012,003,7,14
012,001,012,003,15,23
012,005,012,003,42,53
012,007,012,003,12,16
012,013,012,003,17,19
012,019,012,003,34,45
012,021,012,003,9,21
012,023,012,003,23,23
012,027,012,003,6,13
012,031,012,003,171,125
012,033,012,003,6,11
012,039,012,003,21,25
012,041,012,003,2,5
012,047,012,003,26,24
012,059,012,003,17,25
012,065,012,003,14,20
012,069,012,003,4,8
012,073,012,003,35,57
012,079,012,003,20,23
012,083,012,003,134,137
012,086,012,003,13,25
012,089,012,003,4,7
012,095,012,003,13,19
012,099,012,003,11,21
012,101,012,003,30,37
012,103,012,003,126,187
012,105,012,003,42,62
012,107,012,003,49,83
012,109,012,003,50,81
012,121,012,003,4,8
012,125,012,003,19,23
012,131,012,003,15,22
013,027,012,003,87,129
013,029,012,003,10,19
013,039,012,003,53,67
013,121,012,003,9,18
048,201,012,003,70,89
001,003,012,005,79,108
001,009,012,005,41,65
001,013,012,005,26,37
001,019,012,005,2,5
001,031,012,005,34,42
001,045,012,005,169,134
001,051,012,005,11,17
001,053,012,005,53,82
001,069,012,005,199,98
001,071,012,005,7,14
001,073,012,005,140,118
001,081,012,005,17,29
001,089,012,005,38,35
001,095,012,005,20,20
001,097,012,005,33,43
001,101,012,005,492,732
001,113,012,005,64,66
001,115,012,005,13,21
001,117,012,005,15,24
001,123,012,005,15,22
001,125,012,005,9,13
002,016,012,005,3,6
002,020,012,005,23,39
004,013,012,005,44,71
005,119,012,005,60,96
006,023,012,005,29,35
006,025,012,005,12,26
006,029,012,005,8,12
006,037,012,005,54,43
006,061,012,005,12,21
006,065,012,005,25,26
006,067,012,005,58,78
006,077,012,005,18,27
006,083,012,005,14,19
006,089,012,005,18,26
006,099,012,005,40,73
006,111,012,005,18,27
008,005,012,005,25,30
008,013,012,005,19,29
008,031,012,005,54,65
008,037,012,005,13,31
008,041,012,005,59,80
008,059,012,005,22,25
008,101,012,005,47,75
010,001,012,005,61,93
010,003,012,005,21,34
010,005,012,005,64,57
012,001,012,005,200,107
012,003,012,005,159,205
012,007,012,005,4,9
012,009,012,005,"1,099",400
012,011,012,005,247,141
012,013,012,005,241,162
012,015,012,005,88,134
012,017,012,005,274,315
012,019,012,005,25,40
012,021,012,005,109,171
012,023,012,005,255,231
012,029,012,005,24,32
012,031,012,005,229,216
012,033,012,005,443,192
012,037,012,005,13,18
012,039,012,005,127,72
012,043,012,005,14,19
012,045,012,005,549,273
012,047,012,005,17,30
012,053,012,005,14,22
012,057,012,005,382,279
012,059,012,005,334,218
012,061,012,005,6,13
012,063,012,005,252,152
012,065,012,005,46,45
012,067,012,005,19,23
012,069,012,005,357,529
012,071,012,005,65,69
012,073,012,005,249,148
012,081,012,005,30,38
012,083,012,005,74,42
012,085,012,005,2,7
012,086,012,005,53,65
012,087,012,005,8,13
012,091,012,005,457,192
012,095,012,005,377,237
012,097,012,005,66,98
012,099,012,005,108,78
012,103,012,005,111,77
012,105,012,005,102,95
012,107,012,005,9,18
012,109,012,005,25,32
012,111,012,005,60,89
012,113,012,005,327,267
012,115,012,005,54,57
012,117,012,005,9,17
012,125,012,005,4,7
012,127,012,005,54,65
012,129,012,005,4,9
012,131,012,005,304,213
012,133,012,005,310,104
013,051,012,005,50,68
013,057,012,005,79,86
013,067,012,005,44,51
013,077,012,005,70,81
013,087,012,005,5,10
013,089,012,005,91,80
013,091,012,005,12,18
013,095,012,005,7,9
013,105,012,005,17,27
013,107,012,005,16,26
013,113,012,005,21,24
013,121,012,005,456,644
013,123,012,005,42,59
013,127,012,005,24,39
013,133,012,005,29,45
013,135,012,005,83,67
013,139,012,005,21,34
013,143,012,005,68,100
013,153,012,005,70,101
013,215,012,005,10,14
013,281,012,005,25,39
013,291,012,005,42,53
013,297,012,005,28,45
016,039,012,005,37,56
017,031,012,005,13,22
017,043,012,005,16,25
017,093,012,005,80,135
017,119,012,005,17,20
017,143,012,005,2,3
018,053,012,005,23,39
018,057,012,005,46,72
018,095,012,005,8,13
018,099,012,005,10,14
018,117,012,005,16,23
018,129,012,005,122,166
018,131,012,005,4,7
018,133,012,005,19,26
018,167,012,005,30,38
018,169,012,005,1,3
020,121,012,005,7,11
020,173,012,005,106,120
020,209,012,005,5,9
021,047,012,005,14,23
021,101,012,005,4,6
021,111,012,005,7,10
022,015,012,005,66,104
022,071,012,005,124,110
022,103,012,005,85,98
022,105,012,005,4,9
022,125,012,005,23,47
023,009,012,005,19,26
024,003,012,005,53,81
024,005,012,005,17,29
024,031,012,005,68,62
025,017,012,005,118,124
025,021,012,005,1,10
026,009,012,005,4,5
026,049,012,005,59,81
026,075,012,005,5,10
026,077,012,005,15,23
026,145,012,005,7,10
026,147,012,005,45,76
026,161,012,005,1,2
026,163,012,005,38,57
027,021,012,005,10,15
027,049,012,005,2,3
027,057,012,005,4,5
028,047,012,005,151,94
028,059,012,005,62,79
028,087,012,005,21,28
028,089,012,005,6,12
029,017,012,005,26,43
029,019,012,005,35,40
029,077,012,005,82,119
029,087,012,005,2,5
029,101,012,005,61,90
029,115,012,005,2,3
029,149,012,005,7,11
029,159,012,005,16,27
029,169,012,005,15,34
029,189,012,005,20,32
029,510,012,005,16,25
031,055,012,005,17,26
031,109,012,005,15,23
031,153,012,005,82,100
032,003,012,005,67,53
034,003,012,005,65,89
034,005,012,005,27,45
034,031,012,005,54,74
034,035,012,005,27,31
035,035,012,005,12,21
036,013,012,005,24,39
036,017,012,005,4,6
036,027,012,005,20,25
036,063,012,005,17,27
037,001,012,005,11,17
037,021,012,005,21,32
037,045,012,005,8,10
037,057,012,005,185,198
037,071,012,005,31,48
037,081,012,005,24,37
037,113,012,005,15,25
037,133,012,005,3,5
037,183,012,005,30,38
039,025,012,005,7,15
039,035,012,005,16,26
039,049,012,005,5,13
039,083,012,005,11,16
039,113,012,005,17,20
039,169,012,005,8,12
040,013,012,005,12,16
040,077,012,005,11,17
040,101,012,005,59,92
040,109,012,005,4,7
040,115,012,005,8,8
040,125,012,005,6,9
040,143,012,005,9,14
041,051,012,005,11,24
041,067,012,005,12,22
042,003,012,005,6,9
042,005,012,005,1,2
042,007,012,005,9,16
042,011,012,005,27,41
042,017,012,005,17,28
042,027,012,005,15,31
042,051,012,005,2,4
042,067,012,005,11,14
042,069,012,005,12,12
042,075,012,005,40,50
042,081,012,005,11,17
042,099,012,005,15,23
042,101,012,005,44,53
045,035,012,005,42,68
045,045,012,005,12,20
045,057,012,005,61,82
045,063,012,005,57,92
046,103,012,005,44,71
047,037,012,005,89,109
047,065,012,005,71,71
047,089,012,005,15,25
047,093,012,005,96,61
047,129,012,005,18,31
047,149,012,005,18,28
047,167,012,005,28,30
047,187,012,005,90,147
048,029,012,005,128,171
048,107,012,005,4,6
048,201,012,005,51,83
048,245,012,005,7,10
048,251,012,005,27,46
048,303,012,005,13,21
048,321,012,005,10,14
048,411,012,005,4,7
048,439,012,005,22,31
048,451,012,005,37,40
048,465,012,005,18,33
049,011,012,005,10,15
051,051,012,005,6,11
051,059,012,005,19,29
051,153,012,005,108,179
051,179,012,005,2,4
051,199,012,005,22,34
051,520,012,005,29,47
051,650,012,005,157,122
051,700,012,005,48,86
051,710,012,005,40,77
051,810,012,005,178,155
053,053,012,005,47,50
053,063,012,005,27,30
053,067,012,005,75,75
054,033,012,005,13,23
054,061,012,005,17,27
055,017,012,005,2,3
055,027,012,005,4,5
055,035,012,005,6,8
055,073,012,005,7,10
055,079,012,005,27,39
056,029,012,005,16,26
072,097,012,005,20,31
072,149,012,005,27,41
001,055,012,007,10,16
012,001,012,007,112,77
012,003,012,007,195,200
012,009,012,007,41,46
012,011,012,007,2,4
012,013,012,007,15,16
012,017,012,007,8,16
012,019,012,007,360,364
012,023,012,007,39,44
012,029,012,007,28,27
012,031,012,007,33,32
012,033,012,007,36,42
012,037,012,007,20,26
012,045,012,007,24,25
012,047,012,007,26,23
012,049,012,007,20,47
012,059,012,007,39,30
012,063,012,007,92,65
012,065,012,007,2,4
012,067,012,007,12,16
012,083,012,007,31,31
012,091,012,007,18,21
012,099,012,007,9,19
012,109,012,007,70,112
012,113,012,007,3,8
012,115,012,007,15,35
012,117,012,007,25,40
012,125,012,007,94,83
012,129,012,007,36,22
012,131,012,007,7,10
012,133,012,007,40,38
013,059,012,007,11,23
013,121,012,007,107,163
013,139,012,007,37,57
013,157,012,007,97,149
028,075,012,007,3,8
037,191,012,007,20,29
048,451,012,007,23,34
051,161,012,007,219,268
055,085,012,007,25,35
001,001,012,009,8,17
001,033,012,009,8,13
001,045,012,009,28,44
001,047,012,009,6,9
001,073,012,009,66,106
001,089,012,009,25,28
001,095,012,009,7,10
001,101,012,009,7,14
001,103,012,009,10,16
001,109,012,009,5,9
001,113,012,009,27,35
001,117,012,009,34,42
001,125,012,009,106,81
004,003,012,009,7,15
004,013,012,009,90,80
004,019,012,009,105,147
005,021,012,009,1,3
005,075,012,009,8,12
005,119,012,009,37,60
005,143,012,009,12,20
005,145,012,009,21,30
006,001,012,009,20,31
006,013,012,009,34,39
006,019,012,009,19,29
006,035,012,009,34,55
006,037,012,009,120,101
006,047,012,009,9,17
006,053,012,009,15,26
006,055,012,009,8,16
006,059,012,009,22,26
006,061,012,009,13,21
006,067,012,009,19,22
006,071,012,009,21,37
006,073,012,009,98,75
006,075,012,009,11,17
006,079,012,009,18,30
006,081,012,009,26,39
006,085,012,009,35,61
006,097,012,009,33,40
006,111,012,009,13,20
008,001,012,009,92,127
008,005,012,009,21,26
008,031,012,009,27,29
008,035,012,009,22,27
008,041,012,009,157,112
008,069,012,009,69,78
008,101,012,009,13,25
008,123,012,009,43,50
009,003,012,009,149,158
009,009,012,009,55,76
009,011,012,009,70,72
009,015,012,009,48,61
010,005,012,009,62,79
011,001,012,009,53,46
012,001,012,009,452,137
012,005,012,009,121,64
012,007,012,009,13,16
012,011,012,009,956,219
012,013,012,009,2,6
012,015,012,009,8,12
012,017,012,009,69,51
012,019,012,009,207,190
012,021,012,009,39,47
012,023,012,009,57,50
012,027,012,009,31,48
012,029,012,009,31,50
012,031,012,009,493,208
012,033,012,009,165,82
012,035,012,009,1,5
012,037,012,009,11,17
012,041,012,009,23,22
012,043,012,009,34,36
012,045,012,009,72,58
012,047,012,009,15,19
012,049,012,009,7,13
012,055,012,009,18,34
012,057,012,009,934,245
012,059,012,009,11,16
012,061,012,009,573,252
012,063,012,009,41,35
012,067,012,009,11,16
012,069,012,009,464,468
012,071,012,009,85,80
012,073,012,009,437,185
012,077,012,009,6,11
012,079,012,009,11,16
012,081,012,009,39,36
012,083,012,009,160,88
012,085,012,009,118,102
012,086,012,009,133,104
012,087,012,009,53,44
012,091,012,009,119,85
012,093,012,009,52,41
012,095,012,009,"1,990",633
012,097,012,009,195,150
012,099,012,009,306,123
012,101,012,009,372,206
012,103,012,009,338,184
012,105,012,009,205,145
012,109,012,009,265,330
012,111,012,009,518,516
012,113,012,009,19,19
012,115,012,009,96,80
012,117,012,009,487,246
012,119,012,009,5,8
012,121,012,009,35,42
012,123,012,009,30,26
012,125,012,009,18,25
012,127,012,009,258,136
012,129,012,009,19,22
012,131,012,009,10,13
012,133,012,009,4,9
013,015,012,009,28,46
013,019,012,009,33,52
013,021,012,009,8,12
013,039,012,009,55,87
013,051,012,009,13,26
013,057,012,009,65,104
013,067,012,009,86,85
013,077,012,009,22,30
013,089,012,009,112,80
013,095,012,009,33,53
013,109,012,009,10,18
013,113,012,009,33,43
013,121,012,009,152,93
013,123,012,009,8,14
013,135,012,009,169,163
013,137,012,009,12,17
013,153,012,009,37,34
013,157,012,009,22,34
013,163,012,009,2,4
013,179,012,009,208,179
013,185,012,009,210,286
013,199,012,009,17,26
013,205,012,009,54,65
013,209,012,009,35,52
013,213,012,009,4,7
013,215,012,009,11,16
013,223,012,009,17,29
013,225,012,009,76,107
013,233,012,009,16,27
013,277,012,009,41,45
013,299,012,009,122,162
013,313,012,009,25,46
015,003,012,009,161,119
015,009,012,009,1,3
016,021,012,009,34,52
016,055,012,009,96,124
016,069,012,009,48,75
017,019,012,009,78,70
017,043,012,009,16,24
017,055,012,009,6,10
017,089,012,009,27,43
017,097,012,009,48,67
017,101,012,009,3,5
017,107,012,009,19,20
017,115,012,009,6,9
017,117,012,009,2,4
017,133,012,009,47,57
017,141,012,009,12,18
017,143,012,009,32,48
017,147,012,009,3,4
017,161,012,009,9,15
017,167,012,009,23,36
017,177,012,009,2,3
017,183,012,009,2,3
018,003,012,009,22,27
018,035,012,009,10,16
018,039,012,009,20,33
018,047,012,009,7,12
018,057,012,009,13,20
018,067,012,009,6,11
018,081,012,009,44,59
018,087,012,009,3,5
018,095,012,009,8,13
018,097,012,009,53,40
018,137,012,009,55,87
018,141,012,009,11,15
018,173,012,009,25,41
018,175,012,009,11,18
018,177,012,009,33,53
019,057,012,009,10,16
019,077,012,009,4,6
019,093,012,009,3,4
019,175,012,009,39,55
020,125,012,009,30,49
020,155,012,009,4,8
020,173,012,009,18,28
020,185,012,009,5,7
020,201,012,009,2,3
020,205,012,009,3,5
021,021,012,009,15,24
021,067,012,009,18,22
021,073,012,009,16,27
021,091,012,009,3,6
021,107,012,009,51,58
021,111,012,009,12,19
021,119,012,009,13,14
021,151,012,009,23,36
021,197,012,009,4,6
022,005,012,009,61,84
022,033,012,009,41,51
022,051,012,009,18,22
022,071,012,009,9,11
022,083,012,009,3,5
022,115,012,009,17,28
023,001,012,009,33,39
023,009,012,009,15,22
023,013,012,009,3,4
023,019,012,009,3,7
023,021,012,009,6,9
023,025,012,009,7,12
024,003,012,009,48,58
024,005,012,009,2,4
024,017,012,009,25,31
024,021,012,009,52,58
024,025,012,009,38,34
024,027,012,009,14,21
024,031,012,009,18,21
024,033,012,009,7,16
024,510,012,009,8,12
025,001,012,009,16,24
025,003,012,009,46,62
025,009,012,009,10,16
025,011,012,009,13,23
025,017,012,009,23,25
026,023,012,009,12,19
026,049,012,009,38,48
026,061,012,009,68,95
026,081,012,009,66,62
026,087,012,009,7,18
026,093,012,009,44,71
026,111,012,009,16,26
026,119,012,009,10,14
026,125,012,009,31,29
026,145,012,009,11,12
026,163,012,009,84,58
026,165,012,009,14,14
027,003,012,009,68,103
027,057,012,009,3,4
027,137,012,009,22,33
028,047,012,009,116,189
028,071,012,009,8,13
028,109,012,009,25,41
029,019,012,009,11,17
029,027,012,009,4,9
029,031,012,009,37,60
029,037,012,009,27,48
029,047,012,009,44,63
029,051,012,009,2,4
029,053,012,009,1,3
029,077,012,009,21,41
029,095,012,009,191,164
029,101,012,009,35,54
029,107,012,009,24,27
029,135,012,009,1,2
029,151,012,009,8,17
029,183,012,009,6,14
029,189,012,009,55,72
029,213,012,009,17,35
030,013,012,009,20,32
030,029,012,009,10,15
030,031,012,009,9,16
030,057,012,009,4,5
030,063,012,009,12,17
030,077,012,009,1,2
030,079,012,009,1,2
031,153,012,009,62,69
032,003,012,009,21,40
032,031,012,009,17,25
033,011,012,009,27,31
033,015,012,009,15,26
034,009,012,009,34,53
034,013,012,009,8,13
034,027,012,009,13,20
034,029,012,009,51,81
035,001,012,009,18,19
035,009,012,009,3,7
035,013,012,009,47,78
035,017,012,009,5,9
035,021,012,009,6,10
035,023,012,009,24,33
035,027,012,009,35,60
035,028,012,009,34,56
035,053,012,009,3,5
036,005,012,009,40,60
036,007,012,009,9,12
036,027,012,009,31,48
036,031,012,009,5,6
036,045,012,009,5,7
036,047,012,009,12,13
036,055,012,009,29,34
036,061,012,009,225,123
036,065,012,009,29,44
036,071,012,009,12,19
036,075,012,009,10,20
036,089,012,009,25,38
036,091,012,009,13,17
036,101,012,009,23,23
036,103,012,009,34,32
036,117,012,009,10,16
036,119,012,009,4,8
037,009,012,009,5,13
037,011,012,009,4,10
037,013,012,009,26,33
037,019,012,009,51,70
037,021,012,009,39,44
037,023,012,009,10,16
037,025,012,009,28,34
037,031,012,009,32,50
037,035,012,009,25,39
037,039,012,009,34,34
037,049,012,009,32,30
037,051,012,009,32,50
037,057,012,009,46,62
037,063,012,009,16,19
037,067,012,009,85,82
037,069,012,009,5,10
037,071,012,009,15,26
037,081,012,009,41,57
037,087,012,009,43,52
037,089,012,009,51,82
037,101,012,009,27,48
037,111,012,009,12,18
037,113,012,009,11,20
037,115,012,009,28,35
037,119,012,009,54,56
037,133,012,009,11,18
037,141,012,009,50,62
037,145,012,009,5,8
037,149,012,009,3,5
037,159,012,009,10,16
037,161,012,009,33,55
037,163,012,009,13,20
037,171,012,009,41,49
037,183,012,009,86,82
037,189,012,009,9,15
037,191,012,009,21,37
037,197,012,009,65,101
038,045,012,009,4,7
038,071,012,009,37,61
038,101,012,009,57,90
038,105,012,009,102,145
039,017,012,009,18,30
039,023,012,009,11,17
039,025,012,009,5,7
039,035,012,009,38,43
039,049,012,009,36,39
039,057,012,009,33,42
039,063,012,009,15,25
039,099,012,009,25,40
039,113,012,009,33,42
039,127,012,009,25,31
039,155,012,009,23,36
039,165,012,009,25,40
039,173,012,009,23,30
040,047,012,009,21,36
040,071,012,009,7,12
040,109,012,009,10,11
040,135,012,009,15,23
040,143,012,009,9,13
040,145,012,009,39,58
041,051,012,009,15,24
042,003,012,009,110,108
042,007,012,009,5,7
042,017,012,009,325,395
042,029,012,009,49,85
042,035,012,009,36,61
042,037,012,009,20,34
042,063,012,009,20,18
042,071,012,009,3,7
042,079,012,009,8,12
042,085,012,009,17,27
042,091,012,009,51,66
042,095,012,009,62,75
042,101,012,009,34,38
042,133,012,009,8,13
044,007,012,009,27,29
044,009,012,009,14,23
045,013,012,009,13,21
045,015,012,009,26,35
045,019,012,009,34,56
045,021,012,009,37,51
045,025,012,009,21,32
045,043,012,009,24,41
045,045,012,009,78,58
045,051,012,009,19,30
045,077,012,009,108,126
045,079,012,009,90,102
046,013,012,009,8,16
046,125,012,009,1,2
046,127,012,009,2,3
047,009,012,009,14,21
047,011,012,009,2,4
047,019,012,009,51,90
047,021,012,009,19,30
047,025,012,009,3,6
047,037,012,009,63,76
047,041,012,009,11,16
047,051,012,009,15,25
047,057,012,009,6,12
047,059,012,009,62,93
047,063,012,009,79,100
047,065,012,009,46,74
047,091,012,009,22,35
047,093,012,009,94,140
047,115,012,009,3,5
047,117,012,009,16,26
047,145,012,009,154,225
047,147,012,009,3,7
047,157,012,009,43,49
047,163,012,009,36,59
047,179,012,009,112,167
048,029,012,009,31,38
048,113,012,009,49,36
048,121,012,009,171,140
048,141,012,009,87,87
048,167,012,009,10,18
048,179,012,009,5,8
048,201,012,009,189,238
048,209,012,009,9,13
048,245,012,009,16,25
048,251,012,009,62,89
048,347,012,009,12,20
048,401,012,009,6,11
048,429,012,009,5,13
048,439,012,009,45,72
048,441,012,009,38,49
048,485,012,009,38,48
048,497,012,009,60,74
048,499,012,009,27,41
051,003,012,009,38,62
051,013,012,009,28,44
051,015,012,009,66,105
051,041,012,009,46,65
051,047,012,009,36,60
051,059,012,009,192,231
051,095,012,009,8,12
051,107,012,009,25,31
051,153,012,009,70,60
051,161,012,009,80,98
051,185,012,009,4,8
051,187,012,009,6,11
051,199,012,009,128,154
051,550,012,009,6,12
051,570,012,009,8,12
051,710,012,009,1,3
051,750,012,009,113,120
051,775,012,009,8,13
051,800,012,009,9,15
053,009,012,009,40,49
053,011,012,009,8,14
053,015,012,009,28,35
053,027,012,009,94,126
053,029,012,009,3,6
053,033,012,009,147,182
053,051,012,009,23,29
053,063,012,009,2,3
054,033,012,009,53,78
054,067,012,009,49,70
054,077,012,009,13,20
055,025,012,009,12,12
055,029,012,009,44,70
055,051,012,009,4,5
055,081,012,009,1,5
055,087,012,009,34,43
055,105,012,009,6,10
055,115,012,009,4,5
055,117,012,009,2,4
056,021,012,009,16,23
056,039,012,009,2,7
072,057,012,009,62,102
001,005,012,011,12,17
001,049,012,011,3,5
001,067,012,011,26,44
001,069,012,011,19,20
001,073,012,011,33,54
001,077,012,011,125,161
001,081,012,011,5,11
001,089,012,011,237,182
001,095,012,011,54,45
001,097,012,011,64,63
001,101,012,011,102,115
001,107,012,011,19,31
001,125,012,011,36,34
001,127,012,011,40,55
002,090,012,011,15,27
002,230,012,011,6,6
004,003,012,011,9,13
004,005,012,011,32,48
004,013,012,011,210,129
004,019,012,011,98,108
004,025,012,011,45,57
004,027,012,011,18,26
005,023,012,011,2,6
005,065,012,011,13,20
005,119,012,011,62,56
005,143,012,011,49,55
005,145,012,011,39,60
006,001,012,011,187,168
006,013,012,011,89,120
006,015,012,011,3,5
006,037,012,011,515,221
006,053,012,011,8,11
006,055,012,011,17,24
006,057,012,011,30,46
006,059,012,011,161,128
006,065,012,011,67,44
006,067,012,011,48,48
006,071,012,011,24,25
