current-state,current-county,origin-state,origin-county,Estimate,MOE
012,105,012,085,60,57
012,109,012,085,42,58
012,111,012,085,"2,003",528
012,113,012,085,11,17
012,115,012,085,55,49
012,117,012,085,118,87
012,119,012,085,62,66
012,125,012,085,4,9
012,127,012,085,89,73
012,129,012,085,19,23
012,133,012,085,30,37
013,009,012,085,13,24
013,051,012,085,68,98
013,069,012,085,88,119
013,095,012,085,2,4
013,111,012,085,53,58
013,121,012,085,49,78
013,123,012,085,8,19
013,185,012,085,11,16
013,321,012,085,8,16
015,007,012,085,6,9
017,031,012,085,36,57
017,097,012,085,8,12
017,111,012,085,13,15
017,143,012,085,51,77
018,003,012,085,9,15
018,007,012,085,2,3
018,053,012,085,19,19
021,111,012,085,76,77
022,103,012,085,61,91
023,011,012,085,3,4
023,013,012,085,3,4
024,003,012,085,51,48
024,005,012,085,21,23
024,009,012,085,33,47
024,031,012,085,34,40
024,510,012,085,38,43
025,023,012,085,32,35
026,069,012,085,2,5
026,079,012,085,3,4
026,133,012,085,6,8
026,135,012,085,8,12
027,091,012,085,11,19
028,049,012,085,10,17
029,185,012,085,38,57
032,003,012,085,35,30
033,011,012,085,3,5
033,015,012,085,28,32
034,005,012,085,26,41
034,021,012,085,5,8
034,023,012,085,67,96
034,029,012,085,18,21
036,027,012,085,18,20
036,029,012,085,32,39
036,059,012,085,24,38
036,061,012,085,27,35
036,067,012,085,7,14
036,085,012,085,19,20
036,115,012,085,20,31
037,007,012,085,18,24
037,013,012,085,7,11
037,021,012,085,23,35
037,023,012,085,15,27
037,051,012,085,33,48
037,067,012,085,30,36
037,071,012,085,1,3
037,077,012,085,6,13
037,085,012,085,19,30
037,089,012,085,15,22
037,097,012,085,19,26
037,105,012,085,16,35
037,161,012,085,154,232
037,167,012,085,11,16
039,035,012,085,11,18
039,041,012,085,17,26
039,093,012,085,12,17
039,095,012,085,12,19
039,097,012,085,17,25
039,139,012,085,6,10
039,151,012,085,38,57
041,005,012,085,61,94
041,067,012,085,20,32
042,003,012,085,13,20
042,017,012,085,29,44
042,029,012,085,9,18
042,039,012,085,16,16
042,069,012,085,5,7
042,089,012,085,28,44
042,091,012,085,51,68
042,101,012,085,25,27
044,007,012,085,13,16
044,009,012,085,21,33
045,045,012,085,59,69
045,051,012,085,15,23
045,073,012,085,2,4
045,079,012,085,19,30
047,027,012,085,34,53
047,093,012,085,20,30
048,113,012,085,35,41
048,143,012,085,6,12
048,201,012,085,8,18
048,439,012,085,31,36
050,021,012,085,14,17
051,510,012,085,11,18
051,740,012,085,3,5
053,033,012,085,20,33
053,035,012,085,7,11
053,057,012,085,100,162
054,033,012,085,12,19
054,091,012,085,16,29
055,029,012,085,25,31
055,031,012,085,2,4
055,049,012,085,2,4
055,057,012,085,2,3
055,133,012,085,36,54
056,029,012,085,7,15
001,003,012,086,12,20
001,015,012,086,38,41
001,049,012,086,47,78
001,055,012,086,26,42
001,063,012,086,7,12
001,067,012,086,46,69
001,069,012,086,45,39
001,073,012,086,50,45
001,087,012,086,13,22
001,089,012,086,29,35
001,095,012,086,63,47
001,097,012,086,49,43
001,099,012,086,4,9
001,101,012,086,56,71
001,111,012,086,2,4
001,117,012,086,53,47
002,050,012,086,23,38
002,090,012,086,23,36
002,105,012,086,15,23
002,130,012,086,1,2
002,150,012,086,26,34
002,170,012,086,10,14
002,220,012,086,11,17
004,005,012,086,108,169
004,013,012,086,240,128
004,019,012,086,48,53
004,023,012,086,72,89
005,119,012,086,86,113
005,143,012,086,27,43
005,145,012,086,5,10
006,001,012,086,324,264
006,013,012,086,10,16
006,017,012,086,71,111
006,019,012,086,34,54
006,023,012,086,14,23
006,025,012,086,7,13
006,029,012,086,8,14
006,037,012,086,"1,138",310
006,041,012,086,3,4
006,047,012,086,9,16
006,053,012,086,57,58
006,057,012,086,35,42
006,059,012,086,119,103
006,061,012,086,73,82
006,065,012,086,65,100
006,067,012,086,40,46
006,071,012,086,60,48
006,073,012,086,239,135
006,075,012,086,369,175
006,079,012,086,42,32
006,081,012,086,162,99
006,083,012,086,9,16
006,085,012,086,326,156
006,087,012,086,20,34
006,095,012,086,22,35
006,097,012,086,52,69
006,111,012,086,88,54
006,115,012,086,5,7
008,001,012,086,11,17
008,003,012,086,89,82
008,005,012,086,188,228
008,013,012,086,145,93
008,031,012,086,160,183
008,035,012,086,47,55
008,041,012,086,746,334
008,047,012,086,25,45
008,051,012,086,3,7
008,059,012,086,34,36
008,069,012,086,37,48
008,077,012,086,57,76
008,083,012,086,12,18
008,089,012,086,5,11
008,099,012,086,4,8
008,101,012,086,5,7
008,113,012,086,32,47
008,123,012,086,146,127
009,001,012,086,84,67
009,003,012,086,122,86
009,009,012,086,55,44
009,011,012,086,2,3
009,015,012,086,9,14
010,001,012,086,62,52
010,003,012,086,29,26
010,005,012,086,11,10
011,001,012,086,541,186
012,001,012,086,"1,688",400
012,003,012,086,31,35
012,005,012,086,42,54
012,007,012,086,16,20
012,009,012,086,503,325
012,011,012,086,"24,255","2,065"
012,013,012,086,37,26
012,015,012,086,230,144
012,017,012,086,81,73
012,019,012,086,233,243
012,021,012,086,819,342
012,023,012,086,292,85
012,027,012,086,118,54
012,029,012,086,16,15
012,031,012,086,835,338
012,033,012,086,151,80
012,035,012,086,192,160
012,037,012,086,17,21
012,039,012,086,34,35
012,041,012,086,16,20
012,043,012,086,178,121
012,045,012,086,54,39
012,047,012,086,64,37
012,049,012,086,57,77
012,051,012,086,203,162
012,053,012,086,80,58
012,055,012,086,114,87
012,057,012,086,"3,519",926
012,059,012,086,5,10
012,061,012,086,135,64
012,063,012,086,80,51
012,065,012,086,19,16
012,067,012,086,11,16
012,069,012,086,548,378
012,071,012,086,"2,024",643
012,073,012,086,"1,452",392
012,075,012,086,21,23
012,077,012,086,45,30
012,079,012,086,11,15
012,081,012,086,727,563
012,083,012,086,583,195
012,085,012,086,152,86
012,087,012,086,469,208
012,089,012,086,320,135
012,091,012,086,"1,178",425
012,093,012,086,63,49
012,095,012,086,"6,000","1,418"
012,097,012,086,414,219
012,099,012,086,"4,471",667
012,101,012,086,126,65
012,103,012,086,704,233
012,105,012,086,819,332
012,107,012,086,18,26
012,109,012,086,232,237
012,111,012,086,"2,020",984
012,113,012,086,279,318
012,115,012,086,223,129
012,117,012,086,890,610
012,119,012,086,233,128
012,121,012,086,47,48
012,123,012,086,126,49
012,125,012,086,121,60
012,127,012,086,484,275
012,129,012,086,5,11
012,131,012,086,4,7
012,133,012,086,28,21
013,011,012,086,39,57
013,013,012,086,48,54
013,015,012,086,18,30
013,021,012,086,193,214
013,025,012,086,2,3
013,027,012,086,34,48
013,031,012,086,107,122
013,037,012,086,7,11
013,039,012,086,80,103
013,045,012,086,18,27
013,049,012,086,83,60
013,051,012,086,121,122
013,053,012,086,29,33
013,059,012,086,38,47
013,063,012,086,336,285
013,067,012,086,76,47
013,069,012,086,149,222
013,071,012,086,107,150
013,073,012,086,34,44
013,077,012,086,31,45
013,079,012,086,9,15
013,089,012,086,542,283
013,093,012,086,15,28
013,095,012,086,174,166
013,097,012,086,9,15
013,107,012,086,45,51
013,113,012,086,42,44
013,117,012,086,58,51
013,121,012,086,739,267
013,127,012,086,18,27
013,135,012,086,442,399
013,137,012,086,1,2
013,147,012,086,101,182
013,151,012,086,72,70
013,153,012,086,187,192
013,157,012,086,9,16
013,167,012,086,11,19
013,177,012,086,219,298
013,179,012,086,5,9
013,185,012,086,60,58
013,187,012,086,8,17
013,195,012,086,8,11
013,199,012,086,4,7
013,215,012,086,110,114
013,219,012,086,175,251
013,223,012,086,118,196
013,225,012,086,35,30
013,245,012,086,36,35
013,259,012,086,8,16
013,263,012,086,10,16
013,275,012,086,209,233
013,287,012,086,20,32
013,297,012,086,6,7
013,303,012,086,9,16
013,305,012,086,3,6
015,003,012,086,147,121
015,009,012,086,1,3
017,001,012,086,6,11
017,019,012,086,9,14
017,031,012,086,528,276
017,043,012,086,132,94
017,089,012,086,86,119
017,091,012,086,1,3
017,097,012,086,200,170
017,111,012,086,16,25
017,163,012,086,10,24
017,187,012,086,4,5
017,197,012,086,16,25
017,201,012,086,18,23
018,003,012,086,25,29
018,039,012,086,133,177
018,057,012,086,172,252
018,089,012,086,64,37
018,097,012,086,148,200
018,099,012,086,33,58
018,131,012,086,18,28
018,141,012,086,2,7
018,157,012,086,55,41
018,177,012,086,4,8
019,021,012,086,85,97
019,065,012,086,4,8
019,153,012,086,18,29
019,155,012,086,6,13
019,181,012,086,6,9
019,193,012,086,21,25
020,015,012,086,148,160
020,031,012,086,1,2
020,055,012,086,180,207
020,057,012,086,30,49
020,091,012,086,13,21
020,103,012,086,8,15
020,137,012,086,8,13
020,155,012,086,9,16
020,173,012,086,74,61
020,209,012,086,69,109
021,047,012,086,40,55
021,049,012,086,19,32
021,067,012,086,16,23
021,073,012,086,11,22
021,093,012,086,35,59
021,095,012,086,17,27
021,111,012,086,183,91
021,125,012,086,2,6
021,151,012,086,53,65
021,225,012,086,4,10
021,229,012,086,4,8
022,003,012,086,17,23
022,005,012,086,118,187
022,017,012,086,88,95
022,019,012,086,57,85
022,033,012,086,20,26
022,051,012,086,55,62
022,071,012,086,91,58
022,095,012,086,14,22
022,109,012,086,30,48
022,115,012,086,7,10
023,005,012,086,37,38
023,021,012,086,1,4
024,001,012,086,11,18
024,003,012,086,162,89
024,005,012,086,90,54
024,013,012,086,1,4
024,021,012,086,16,26
024,025,012,086,7,11
024,027,012,086,21,33
024,031,012,086,420,274
024,033,012,086,197,116
024,037,012,086,29,45
024,045,012,086,38,56
024,510,012,086,107,63
025,003,012,086,69,73
025,005,012,086,51,34
025,009,012,086,213,184
025,013,012,086,39,36
025,017,012,086,373,161
025,021,012,086,110,103
025,025,012,086,574,289
025,027,012,086,53,58
026,021,012,086,26,38
026,049,012,086,40,50
026,065,012,086,68,90
026,075,012,086,24,33
026,077,012,086,18,29
026,105,012,086,5,8
026,121,012,086,12,24
026,125,012,086,131,88
026,161,012,086,174,129
026,163,012,086,132,78
027,003,012,086,8,14
027,035,012,086,51,71
027,053,012,086,88,88
027,071,012,086,2,5
027,085,012,086,3,4
027,099,012,086,115,147
027,109,012,086,19,24
027,137,012,086,5,11
027,163,012,086,22,23
028,041,012,086,12,18
028,047,012,086,11,24
028,067,012,086,13,19
028,073,012,086,26,44
028,075,012,086,11,25
028,083,012,086,30,49
028,087,012,086,2,5
028,163,012,086,91,140
029,019,012,086,18,22
029,023,012,086,3,7
029,047,012,086,36,41
029,085,012,086,4,8
029,095,012,086,40,38
029,165,012,086,11,16
029,169,012,086,77,78
029,189,012,086,68,48
029,213,012,086,16,30
029,225,012,086,11,20
029,510,012,086,24,24
030,031,012,086,198,262
031,079,012,086,39,42
031,109,012,086,25,40
031,111,012,086,3,6
031,141,012,086,70,96
032,003,012,086,570,252
032,031,012,086,17,18
033,009,012,086,35,58
033,011,012,086,5,10
033,013,012,086,37,55
034,001,012,086,67,64
034,003,012,086,129,95
034,007,012,086,11,20
034,013,012,086,211,139
034,017,012,086,109,79
034,019,012,086,20,24
034,021,012,086,184,184
034,023,012,086,48,56
034,025,012,086,22,36
034,027,012,086,45,61
034,029,012,086,27,42
034,031,012,086,94,87
034,035,012,086,13,21
034,037,012,086,6,10
034,039,012,086,12,20
035,001,012,086,61,44
035,025,012,086,2,5
036,001,012,086,14,14
036,005,012,086,56,45
036,013,012,086,16,23
036,019,012,086,11,19
036,021,012,086,8,15
036,023,012,086,59,71
036,029,012,086,5,8
036,045,012,086,7,14
036,047,012,086,385,149
036,053,012,086,5,10
036,055,012,086,66,51
036,059,012,086,169,91
036,061,012,086,"1,292",444
036,063,012,086,42,55
036,065,012,086,21,24
036,067,012,086,63,50
036,071,012,086,24,30
036,081,012,086,315,126
036,083,012,086,28,31
036,085,012,086,30,29
036,089,012,086,5,6
036,091,012,086,14,27
036,101,012,086,2,4
036,103,012,086,238,148
036,109,012,086,62,38
036,111,012,086,120,174
036,119,012,086,34,26
037,001,012,086,1,2
037,019,012,086,295,372
037,021,012,086,119,160
037,023,012,086,89,126
037,025,012,086,12,21
037,051,012,086,167,146
037,053,012,086,9,18
037,057,012,086,7,12
037,059,012,086,65,99
037,063,012,086,112,63
037,067,012,086,43,40
037,071,012,086,29,29
037,081,012,086,1,2
037,089,012,086,87,80
037,097,012,086,32,50
037,101,012,086,4,9
037,115,012,086,39,62
037,119,012,086,611,257
037,133,012,086,15,24
037,135,012,086,79,124
037,137,012,086,3,6
037,147,012,086,26,40
037,149,012,086,21,26
037,155,012,086,3,5
037,159,012,086,31,35
037,161,012,086,188,264
037,163,012,086,2,5
037,165,012,086,12,19
037,167,012,086,3,11
037,173,012,086,35,48
037,179,012,086,8,13
037,183,012,086,407,250
037,189,012,086,10,17
038,099,012,086,8,12
039,001,012,086,6,10
039,009,012,086,40,68
039,017,012,086,102,102
039,035,012,086,156,87
039,041,012,086,81,88
039,049,012,086,123,74
039,051,012,086,2,4
039,055,012,086,24,27
039,061,012,086,80,71
039,081,012,086,20,28
039,085,012,086,17,33
039,093,012,086,40,53
039,095,012,086,219,165
039,113,012,086,65,45
039,125,012,086,13,20
039,133,012,086,8,16
039,153,012,086,55,63
039,165,012,086,62,98
040,027,012,086,23,27
040,031,012,086,49,44
040,077,012,086,3,7
040,101,012,086,11,13
040,109,012,086,91,80
040,119,012,086,20,18
040,131,012,086,15,20
040,143,012,086,47,54
040,145,012,086,13,23
040,151,012,086,6,13
041,005,012,086,67,77
041,007,012,086,35,56
041,039,012,086,6,15
041,041,012,086,8,17
041,045,012,086,9,18
041,051,012,086,173,124
042,003,012,086,157,83
042,011,012,086,8,16
042,017,012,086,24,38
042,019,012,086,17,27
042,033,012,086,8,14
042,037,012,086,39,63
042,039,012,086,4,9
042,045,012,086,63,58
042,069,012,086,19,31
042,077,012,086,96,121
042,079,012,086,85,130
042,089,012,086,98,132
042,091,012,086,24,25
042,095,012,086,70,79
042,099,012,086,8,12
042,101,012,086,254,122
042,117,012,086,19,25
042,125,012,086,59,92
042,129,012,086,16,20
042,133,012,086,260,285
044,003,012,086,23,28
044,005,012,086,20,31
044,007,012,086,97,86
045,003,012,086,97,99
045,011,012,086,298,241
045,013,012,086,34,61
045,015,012,086,16,25
045,019,012,086,235,229
045,027,012,086,10,12
045,037,012,086,25,49
045,041,012,086,118,184
045,045,012,086,258,151
045,051,012,086,66,91
045,063,012,086,12,18
045,065,012,086,16,20
045,077,012,086,182,215
045,079,012,086,82,56
045,085,012,086,20,28
045,089,012,086,14,27
045,091,012,086,16,29
046,053,012,086,5,7
046,093,012,086,7,15
047,001,012,086,111,139
047,009,012,086,86,112
047,019,012,086,26,33
047,029,012,086,57,72
047,037,012,086,227,151
047,065,012,086,13,18
047,073,012,086,14,20
047,093,012,086,40,35
047,117,012,086,16,26
047,125,012,086,36,41
047,149,012,086,507,440
047,157,012,086,64,58
047,163,012,086,25,40
047,167,012,086,4,6
047,179,012,086,76,114
047,187,012,086,137,155
047,189,012,086,41,61
048,027,012,086,88,143
048,029,012,086,359,196
048,041,012,086,61,71
048,047,012,086,6,13
048,061,012,086,21,23
048,073,012,086,21,27
048,085,012,086,130,138
048,113,012,086,357,158
048,121,012,086,203,157
048,139,012,086,80,130
048,141,012,086,168,150
048,157,012,086,179,162
048,201,012,086,"2,126",647
048,227,012,086,66,53
048,245,012,086,13,25
048,251,012,086,6,10
048,309,012,086,141,171
048,329,012,086,17,27
048,339,012,086,9,15
048,355,012,086,164,240
048,381,012,086,3,6
048,439,012,086,539,359
048,451,012,086,30,43
048,453,012,086,362,236
048,469,012,086,9,15
048,491,012,086,137,144
049,035,012,086,173,197
049,043,012,086,11,17
049,049,012,086,52,61
049,051,012,086,2,4
050,007,012,086,14,16
050,011,012,086,13,22
050,021,012,086,22,34
051,003,012,086,24,39
051,013,012,086,34,39
051,041,012,086,46,79
051,059,012,086,179,107
051,061,012,086,10,16
051,105,012,086,19,35
051,107,012,086,26,40
051,121,012,086,231,290
051,137,012,086,50,78
051,199,012,086,32,39
051,510,012,086,367,236
051,650,012,086,157,234
051,680,012,086,31,48
051,710,012,086,17,24
051,740,012,086,11,15
051,760,012,086,20,22
051,810,012,086,26,37
051,830,012,086,43,52
053,005,012,086,9,14
053,011,012,086,5,7
053,025,012,086,19,37
053,031,012,086,30,39
053,033,012,086,355,172
053,035,012,086,44,53
053,053,012,086,28,32
053,061,012,086,26,29
053,063,012,086,60,52
053,067,012,086,12,20
054,009,012,086,12,18
054,011,012,086,37,57
054,031,012,086,26,42
054,049,012,086,28,45
054,055,012,086,45,56
054,061,012,086,50,61
054,079,012,086,5,7
055,025,012,086,18,31
055,027,012,086,10,20
055,039,012,086,4,5
055,075,012,086,10,15
055,079,012,086,85,58
055,087,012,086,5,9
056,005,012,086,1,2
056,025,012,086,8,13
056,029,012,086,5,9
056,039,012,086,24,36
072,001,012,086,26,42
072,005,012,086,33,52
072,013,012,086,23,36
072,021,012,086,41,42
072,029,012,086,10,15
072,031,012,086,15,24
072,039,012,086,19,33
072,045,012,086,1,2
072,053,012,086,11,16
072,061,012,086,12,20
072,077,012,086,9,14
072,091,012,086,5,11
072,119,012,086,37,57
072,127,012,086,69,52
072,137,012,086,53,63
072,143,012,086,80,124
072,145,012,086,14,22
001,121,012,087,20,32
001,133,012,087,26,39
002,110,012,087,8,11
002,122,012,087,11,17
002,130,012,087,29,43
002,261,012,087,125,161
004,003,012,087,3,5
004,013,012,087,8,12
005,049,012,087,10,16
006,029,012,087,12,21
006,053,012,087,12,17
006,073,012,087,52,42
006,087,012,087,13,23
008,059,012,087,15,26
008,065,012,087,45,71
009,001,012,087,9,14
009,003,012,087,3,6
009,009,012,087,15,24
009,011,012,087,2,3
010,005,012,087,7,9
011,001,012,087,22,25
012,001,012,087,23,23
012,005,012,087,22,37
012,007,012,087,14,25
012,009,012,087,19,21
012,011,012,087,242,163
012,015,012,087,79,86
012,019,012,087,52,86
012,023,012,087,6,10
012,027,012,087,47,38
012,031,012,087,46,60
012,033,012,087,68,82
012,035,012,087,60,70
012,037,012,087,13,19
012,047,012,087,4,8
012,053,012,087,55,81
012,055,012,087,34,38
012,057,012,087,105,126
012,059,012,087,11,15
012,061,012,087,7,12
012,065,012,087,6,12
012,071,012,087,103,68
012,073,012,087,283,237
012,075,012,087,13,21
012,081,012,087,143,136
012,083,012,087,42,39
012,085,012,087,56,68
012,086,012,087,379,165
012,089,012,087,80,122
012,091,012,087,10,21
012,093,012,087,202,121
012,095,012,087,17,28
012,097,012,087,48,77
012,099,012,087,122,74
012,103,012,087,382,307
012,105,012,087,23,25
012,107,012,087,51,44
012,109,012,087,116,122
012,111,012,087,119,154
012,115,012,087,29,47
012,121,012,087,19,30
012,123,012,087,53,83
012,125,012,087,8,12
012,127,012,087,7,14
012,129,012,087,29,47
012,131,012,087,9,12
013,039,012,087,64,89
013,051,012,087,16,22
013,067,012,087,17,30
013,089,012,087,26,31
013,103,012,087,10,15
013,121,012,087,15,24
013,205,012,087,4,6
013,223,012,087,12,17
016,013,012,087,8,14
016,023,012,087,1,2
016,027,012,087,2,4
016,057,012,087,2,4
017,031,012,087,44,47
017,097,012,087,67,100
017,199,012,087,46,72
018,113,012,087,4,6
019,021,012,087,17,24
020,209,012,087,9,14
021,111,012,087,49,56
021,157,012,087,25,34
023,009,012,087,12,19
023,011,012,087,15,23
023,031,012,087,2,4
024,003,012,087,34,52
024,009,012,087,81,100
024,015,012,087,24,39
025,009,012,087,8,12
025,017,012,087,76,77
026,011,012,087,8,10
026,015,012,087,9,16
026,049,012,087,20,26
026,069,012,087,3,4
026,103,012,087,17,25
026,151,012,087,9,14
026,163,012,087,10,16
027,057,012,087,3,5
028,121,012,087,39,67
029,141,012,087,8,13
029,209,012,087,112,172
029,510,012,087,10,18
033,011,012,087,105,156
033,017,012,087,17,25
034,003,012,087,16,26
034,013,012,087,39,60
034,017,012,087,24,38
034,019,012,087,9,15
035,043,012,087,18,30
035,055,012,087,39,61
036,017,012,087,7,8
036,035,012,087,16,20
036,041,012,087,2,4
036,047,012,087,61,55
036,053,012,087,9,13
036,057,012,087,6,8
037,051,012,087,16,24
037,061,012,087,23,40
037,075,012,087,17,20
037,087,012,087,3,4
037,183,012,087,54,59
037,189,012,087,8,12
038,017,012,087,4,6
038,035,012,087,7,10
038,071,012,087,1,2
039,035,012,087,33,52
039,061,012,087,18,30
039,089,012,087,15,30
039,151,012,087,8,13
039,153,012,087,10,17
041,041,012,087,9,14
042,015,012,087,50,68
042,017,012,087,49,78
042,023,012,087,5,7
042,031,012,087,5,7
042,069,012,087,16,22
042,079,012,087,7,10
042,101,012,087,11,17
044,009,012,087,34,39
045,015,012,087,6,10
045,019,012,087,41,55
045,085,012,087,6,12
047,001,012,087,15,32
047,037,012,087,52,57
047,093,012,087,8,12
047,099,012,087,54,69
048,027,012,087,18,28
048,029,012,087,38,48
048,061,012,087,16,24
048,135,012,087,33,53
048,167,012,087,10,22
048,355,012,087,43,69
048,453,012,087,10,16
048,485,012,087,25,31
050,021,012,087,3,5
050,025,012,087,11,16
051,059,012,087,53,28
051,710,012,087,16,24
053,035,012,087,64,59
056,029,012,087,2,5
001,073,012,089,24,38
002,170,012,089,29,33
004,019,012,089,32,51
005,047,012,089,70,96
006,073,012,089,49,55
008,005,012,089,20,26
008,041,012,089,17,24
009,011,012,089,64,95
011,001,012,089,2,4
012,001,012,089,129,120
012,003,012,089,9,13
012,005,012,089,26,39
012,007,012,089,2,4
012,009,012,089,43,54
012,011,012,089,2,4
012,017,012,089,20,28
012,019,012,089,122,111
012,021,012,089,2,4
012,023,012,089,65,65
012,031,012,089,"1,072",373
012,033,012,089,87,86
012,035,012,089,77,88
012,039,012,089,30,31
012,057,012,089,26,34
012,059,012,089,18,17
012,061,012,089,16,26
012,063,012,089,70,62
012,069,012,089,36,60
012,071,012,089,49,64
012,073,012,089,20,22
012,083,012,089,28,39
012,085,012,089,53,90
012,087,012,089,1,3
012,091,012,089,294,293
012,095,012,089,252,178
012,099,012,089,44,65
012,101,012,089,1,5
012,109,012,089,76,122
012,111,012,089,6,12
012,115,012,089,22,36
012,117,012,089,32,32
012,119,012,089,4,8
012,125,012,089,21,20
013,001,012,089,7,12
013,003,012,089,5,9
013,019,012,089,4,7
013,021,012,089,1,4
013,039,012,089,95,89
013,049,012,089,18,19
013,051,012,089,11,18
013,059,012,089,16,25
013,067,012,089,32,35
013,071,012,089,61,92
013,081,012,089,9,16
013,111,012,089,1,3
013,127,012,089,31,45
013,135,012,089,32,59
013,281,012,089,20,32
013,317,012,089,18,30
018,103,012,089,6,8
019,111,012,089,7,12
021,075,012,089,8,14
021,111,012,089,17,26
021,129,012,089,30,49
021,145,012,089,101,157
022,073,012,089,28,48
024,023,012,089,9,18
025,003,012,089,6,9
025,027,012,089,16,18
026,021,012,089,3,5
028,047,012,089,17,24
029,189,012,089,13,20
031,153,012,089,48,71
032,031,012,089,126,178
036,035,012,089,10,15
037,021,012,089,5,9
037,051,012,089,1,17
037,063,012,089,1,2
037,087,012,089,12,14
037,125,012,089,6,10
037,133,012,089,1,3
037,139,012,089,1,3
037,149,012,089,2,3
037,153,012,089,1,3
037,173,012,089,11,16
037,183,012,089,11,19
039,151,012,089,47,71
042,041,012,089,32,51
042,043,012,089,20,35
042,049,012,089,94,117
042,097,012,089,9,14
042,107,012,089,4,6
045,003,012,089,18,27
045,051,012,089,44,61
045,053,012,089,16,26
045,063,012,089,35,49
045,079,012,089,139,195
046,099,012,089,54,64
047,001,012,089,10,15
047,079,012,089,18,29
047,187,012,089,11,16
048,097,012,089,14,21
048,201,012,089,9,15
048,339,012,089,15,22
048,439,012,089,8,12
050,009,012,089,2,4
051,059,012,089,21,33
051,153,012,089,52,95
051,179,012,089,32,45
051,810,012,089,60,68
053,015,012,089,32,50
053,035,012,089,41,55
053,053,012,089,38,45
053,057,012,089,4,5
055,005,012,089,9,11
055,011,012,089,2,3
055,125,012,089,8,8
056,005,012,089,1,3
056,013,012,089,3,4
056,021,012,089,1,2
001,003,012,091,125,110
001,015,012,091,32,39
001,025,012,091,11,18
001,031,012,091,181,154
001,037,012,091,71,97
001,039,012,091,148,83
001,045,012,091,3,6
001,051,012,091,10,17
001,053,012,091,55,75
001,069,012,091,47,34
001,073,012,091,45,72
001,081,012,091,131,124
001,089,012,091,78,79
001,097,012,091,79,72
001,101,012,091,102,112
001,103,012,091,13,20
001,109,012,091,76,52
001,117,012,091,85,107
001,125,012,091,14,29
002,020,012,091,14,24
002,090,012,091,124,100
002,180,012,091,9,19
002,230,012,091,7,7
004,003,012,091,16,23
004,013,012,091,414,237
004,015,012,091,20,33
004,019,012,091,207,122
004,027,012,091,16,18
005,051,012,091,32,41
005,057,012,091,25,41
005,063,012,091,20,31
005,133,012,091,6,12
005,141,012,091,23,38
005,145,012,091,66,104
006,023,012,091,16,31
006,029,012,091,112,118
006,031,012,091,77,101
006,037,012,091,65,72
006,053,012,091,46,42
006,059,012,091,8,13
006,065,012,091,68,101
006,071,012,091,54,56
006,073,012,091,21,29
006,081,012,091,32,41
006,083,012,091,18,29
006,085,012,091,17,27
006,097,012,091,9,18
006,115,012,091,7,10
008,005,012,091,17,25
008,013,012,091,11,17
008,041,012,091,81,56
008,059,012,091,21,35
008,077,012,091,16,27
008,117,012,091,93,143
010,001,012,091,4,11
011,001,012,091,34,53
012,001,012,091,82,51
012,005,012,091,171,122
012,007,012,091,46,74
012,009,012,091,84,77
012,011,012,091,5,7
012,013,012,091,23,24
012,015,012,091,7,16
012,017,012,091,16,32
012,019,012,091,11,23
012,021,012,091,15,25
012,023,012,091,5,10
012,029,012,091,19,23
012,031,012,091,602,349
012,033,012,091,712,281
012,037,012,091,13,19
012,039,012,091,150,104
012,047,012,091,9,12
012,049,012,091,20,23
012,055,012,091,42,67
012,057,012,091,341,207
012,059,012,091,90,107
012,063,012,091,82,56
012,065,012,091,18,18
012,067,012,091,23,29
012,069,012,091,76,62
012,073,012,091,265,143
012,077,012,091,12,16
012,079,012,091,21,25
012,081,012,091,22,35
012,083,012,091,79,73
012,085,012,091,33,48
012,086,012,091,6,11
012,089,012,091,1,2
012,095,012,091,"1,314",451
012,099,012,091,87,69
012,101,012,091,32,41
012,103,012,091,23,25
012,105,012,091,28,31
012,107,012,091,9,15
012,109,012,091,98,127
012,111,012,091,3,9
012,113,012,091,"1,760",891
012,115,012,091,53,57
012,117,012,091,28,43
012,125,012,091,16,20
012,127,012,091,282,210
012,129,012,091,58,35
012,131,012,091,935,382
012,133,012,091,24,22
013,013,012,091,6,10
013,021,012,091,36,58
013,067,012,091,7,13
013,069,012,091,3,5
013,081,012,091,6,12
013,089,012,091,99,116
013,113,012,091,139,168
013,121,012,091,22,33
013,123,012,091,8,14
013,131,012,091,14,25
013,139,012,091,21,33
013,151,012,091,156,241
013,215,012,091,12,13
015,003,012,091,118,110
016,039,012,091,104,116
017,031,012,091,25,40
017,037,012,091,5,13
017,043,012,091,1,2
017,099,012,091,10,21
017,111,012,091,17,28
017,115,012,091,32,47
017,163,012,091,140,148
018,005,012,091,31,43
018,081,012,091,63,108
018,095,012,091,3,6
018,097,012,091,81,69
018,141,012,091,12,20
018,157,012,091,15,22
018,163,012,091,20,23
018,169,012,091,10,17
019,103,012,091,8,13
019,107,012,091,19,21
020,011,012,091,3,5
020,061,012,091,58,88
020,111,012,091,22,34
020,133,012,091,13,21
020,135,012,091,5,9
020,155,012,091,5,10
021,067,012,091,112,146
021,093,012,091,23,41
021,199,012,091,35,54
022,033,012,091,28,45
022,047,012,091,52,59
022,051,012,091,7,12
022,055,012,091,108,113
022,071,012,091,43,41
022,115,012,091,30,44
023,003,012,091,3,4
023,005,012,091,49,65
023,007,012,091,21,32
023,025,012,091,33,34
